"Year","Fruit","Variety","Area_harvested_ha","Yield_t_per_ha","Production_tons","Average_Temperature_C","Rainfall_mm","Pest_Incidence_Index","Irrigation_Water_m3_per_ha","Productivity","Growth_Percent","Disease_Class","NDVI_Index","Soil_Moisture_pct","GDD_Base10","Reference_ETo_mm","Notes","Prod_total_orig"
1997,"Grapes","Red Globe",933.15,15.57,14525.66,20.31,254.4,0.37,,,63.35,"Bacterial",0.593,,2549,343,"@ data entry check",68335.76
1998,"Grapes","Red Globe",1705.6,15.96,27223.46,20.56,363.4,0.08,2518,1.366,68.08,"None",0.749,9.71,2940,347,"@ anomaly",77629.45
1999,"Grapes","Red Globe",101.41,8.15,826.33,20.72,281,0.4,3097,0.645,64.76,"Bacterial",0.611,11.11,2515,346.6,"@",29847
2000,"Grapes","Red Globe",852.38,17.33,14767.69,16.88,372.7,0.35,2452,1.401,64.14,"Fungal",0.74,9.87,1759,347.7,"@ data entry check",45364.59
2001,"Grapes","Red Globe",425.34,12.62,5368.82,12.78,285.6,0.32,3123,0.988,58.2,"Bacterial",0.62,7.46,1184,365.7,"@ missing-field flag",62869.06
2002,"Grapes","Red Globe",16.19,8.63,139.68,21.76,264.7,0.55,3385,0.613,57.42,"Bacterial",0.601,9.86,3058,331.5,"@ anomaly",36783.08
2003,"Grapes","Red Globe",29.16,13.19,384.74,18.96,256.1,0.37,3553,0.865,54.91,"Bacterial",0.531,10.31,2392,361.4,"@ missing-field flag",29516.3
2004,"Grapes","Red Globe",330.27,20.19,6667.84,19.44,233,0.5,3678,1.466,55.54,"Bacterial",0.571,10.54,2045,356.6,"@ ok",45340.63
2005,"Grapes","Red Globe",17.87,14.44,257.97,17.08,272.9,0.55,3328,1.01,53.84,"Bacterial",0.558,9.59,2420,345,"@ anomaly",69116.6
2006,"Grapes","Red Globe",1356.94,15.13,20536.96,15.25,375,0.27,2601,1.143,55.98,"Fungal",0.758,7.37,1775,352.7,"@ missing-field flag",66206.36
2007,"Grapes","Red Globe",577.71,15.66,9047.97,16.81,323.5,0.34,2734,1.258,57.92,"Bacterial",0.666,10.88,1636,355.5,"@ data entry check",56114.41
2008,"Grapes","Red Globe",356.29,16.71,5952.28,20.64,259.4,0.32,3602,1.192,59.77,"Bacterial",0.578,7.98,2178,349.6,"@ ok",34385.6
2009,"Grapes","Red Globe",659.74,20.86,13759.53,20.84,224.4,0.41,3863,1.393,57.32,"Bacterial",0.505,9.89,2118,366.9,"@ ok",60060.23
2010,"Grapes","Red Globe",418.63,20.76,8689.13,21.34,395.1,0.29,2471,1.516,60.21,"Fungal",0.758,6.86,2674,336.2,"@ anomaly",56758.28
2011,"Grapes","Red Globe",226.21,12.05,2726.02,21.18,202.5,0.49,4021,0.73,58.47,"Bacterial",0.497,10.14,3200,363.8,"@ missing-field flag",53353.61
2012,"Grapes","Red Globe",1300.12,16.62,21607.81,23.43,339.8,0.23,2697,1.154,61.84,"None",0.677,7.98,2828,354.2,"@ anomaly",73032.51
2013,"Grapes","Red Globe",398.07,14.65,5833.05,17.98,309.9,0.35,2935,0.977,59.51,"Bacterial",0.739,10.75,1824,345.6,"@ ok",33276.5
2014,"Grapes","Red Globe",446.57,17.25,7704.53,14.94,247,0.47,3626,1.125,58.91,"Bacterial",0.558,11.7,1765,352.9,"@ ok",57640.58
2015,"Grapes","Red Globe",8.77,18.8,164.84,22.2,235.9,0.39,3693,1.19,56.46,"Bacterial",0.534,10.79,2980,352.8,"@",98230.6
2016,"Grapes","Red Globe",123.76,16.12,1995.41,15.16,,0.4,2905,1.062,54.04,"Bacterial",,,1926,,"@ missing-field flag",70182.74
2017,"Grapes","Red Globe",807.68,16.69,13483.24,23.28,304.1,0.33,3025,1.184,58.97,"Bacterial",0.624,7.7,2826,341.8,"@ ok",66801.74
2018,"Grapes","Red Globe",97.15,8.77,851.84,14.96,293.3,0.38,3085,0.617,56.8,"Bacterial",0.566,7.8,1075,355.3,"@",35177.27
2019,"Grapes","Red Globe",59.02,17.72,1045.84,20.35,309.3,0.29,2952,1.153,58.77,"Bacterial",0.656,10.12,2120,340.5,"@ data entry check",42643.46
2020,"Grapes","Red Globe",241.58,20.32,4909.29,20.32,280.3,0.47,3221,1.316,57.81,"Bacterial",0.63,9.61,2216,373.2,"@  reviewed",87208.42
2021,"Grapes","Red Globe",140.99,6.52,918.87,20.68,347.9,0.33,2523,0.457,61.66,"Fungal",0.677,9.4,2929,341,"@ data entry check",17872.41
2022,"Grapes","Red Globe",230.56,21.35,4923.29,24,259.6,0.41,3401,1.284,59.64,"Bacterial",0.589,9.53,3130,368.8,"@",49747.27
2023,"Grapes","Red Globe",707.55,20.58,14562.79,14.22,317.3,0.28,2902,1.347,59.36,"Bacterial",0.639,10,1346,337.7,"@ data entry check",72308.82
1995,"Grapes","Sultana",267.28,9.82,2625.71,13.5,378.7,0.28,2559,0.889,60.32,"Fungal",0.756,7.83,1313,352.9,"@  reviewed",17911.29
1996,"Grapes","Sultana",369.46,14.71,5434.19,19.95,357.7,0.21,2535,1.326,63.35,"None",0.759,7.41,2586,348.4,"@ anomaly",58949.69
1997,"Grapes","Sultana",235.62,15.65,3686.94,20.31,254.4,0.37,,,63.35,"Bacterial",0.593,,2549,343,"@ data entry check",68335.76
1998,"Grapes","Sultana",770.43,14.94,11507.57,20.56,363.4,0.08,2518,1.279,68.08,"None",0.749,9.71,2940,347,"@ anomaly",77629.45
1999,"Grapes","Sultana",708.8,9.23,6544.28,20.72,281,0.4,3097,0.731,64.76,"Bacterial",0.611,11.11,2515,346.6,"@",29847
2000,"Grapes","Sultana",188.39,16.92,3187.26,16.88,372.7,0.35,2452,1.368,64.14,"Fungal",0.74,9.87,1759,347.7,"@ data entry check",45364.59
2001,"Grapes","Sultana",809.01,14.47,11704.89,12.78,285.6,0.32,3123,1.133,58.2,"Bacterial",0.62,7.46,1184,365.7,"@ missing-field flag",62869.06
2002,"Grapes","Sultana",359.93,8.66,3116.2,21.76,264.7,0.55,3385,0.615,57.42,"Bacterial",0.601,9.86,3058,331.5,"@ anomaly",36783.08
2003,"Grapes","Sultana",16.05,12.77,204.92,18.96,256.1,0.37,3553,0.838,54.91,"Bacterial",0.531,10.31,2392,361.4,"@ missing-field flag",29516.3
2004,"Grapes","Sultana",676.11,20.74,14023.1,19.44,233,0.5,3678,1.506,55.54,"Bacterial",0.571,10.54,2045,356.6,"@ ok",45340.63
2005,"Grapes","Sultana",346.29,17.29,5985.81,17.08,272.9,0.55,3328,1.209,53.84,"Bacterial",0.558,9.59,2420,345,"@ anomaly",69116.6
2006,"Grapes","Sultana",155.71,15.2,2366.03,15.25,375,0.27,2601,1.148,55.98,"Fungal",0.758,7.37,1775,352.7,"@ missing-field flag",66206.36
2007,"Grapes","Sultana",496.5,14.41,7152.43,16.81,323.5,0.34,2734,1.158,57.92,"Bacterial",0.666,10.88,1636,355.5,"@ data entry check",56114.41
2008,"Grapes","Sultana",247.21,16.36,4044.63,20.64,259.4,0.32,3602,1.167,59.77,"Bacterial",0.578,7.98,2178,349.6,"@ ok",34385.6
2009,"Grapes","Sultana",408.65,20.1,8213.87,20.84,224.4,0.41,3863,1.342,57.32,"Bacterial",0.505,9.89,2118,366.9,"@ ok",60060.23
2010,"Grapes","Sultana",494.79,18.87,9335.36,21.34,395.1,0.29,2471,1.378,60.21,"Fungal",0.758,6.86,2674,336.2,"@ anomaly",56758.28
2011,"Grapes","Sultana",536.23,12.05,6462.01,21.18,202.5,0.49,4021,0.73,58.47,"Bacterial",0.497,10.14,3200,363.8,"@ missing-field flag",53353.61
2012,"Grapes","Sultana",46.57,18.28,851.53,23.43,339.8,0.23,2697,1.269,61.84,"None",0.677,7.98,2828,354.2,"@ anomaly",73032.51
2013,"Grapes","Sultana",165.93,13.97,2318.33,17.98,309.9,0.35,2935,0.931,59.51,"Bacterial",0.739,10.75,1824,345.6,"@ ok",33276.5
2014,"Grapes","Sultana",118.65,15.43,1830.28,14.94,247,0.47,3626,1.007,58.91,"Bacterial",0.558,11.7,1765,352.9,"@ ok",57640.58
2015,"Grapes","Sultana",1069.15,20.73,22162.01,22.2,235.9,0.39,3693,1.312,56.46,"Bacterial",0.534,10.79,2980,352.8,"@",98230.6
2016,"Grapes","Sultana",2285.1,16.13,36865.91,15.16,,0.4,2905,1.063,54.04,"Bacterial",,,1926,,"@ missing-field flag",70182.74
2017,"Grapes","Sultana",526.62,17.67,9304.11,23.28,304.1,0.33,3025,1.254,58.97,"Bacterial",0.624,7.7,2826,341.8,"@ ok",66801.74
2018,"Grapes","Sultana",1,9.24,9.24,14.96,293.3,0.38,3085,0.65,56.8,"Bacterial",0.566,7.8,1075,355.3,"@",35177.27
2019,"Grapes","Sultana",91.48,18.35,1678.74,20.35,309.3,0.29,2952,1.194,58.77,"Bacterial",0.656,10.12,2120,340.5,"@ data entry check",42643.46
2020,"Grapes","Sultana",560.41,22.22,12450.34,20.32,280.3,0.47,3221,1.44,57.81,"Bacterial",0.63,9.61,2216,373.2,"@  reviewed",87208.42
2021,"Grapes","Sultana",282.01,6.48,1826.58,20.68,347.9,0.33,2523,0.455,61.66,"Fungal",0.677,9.4,2929,341,"@ data entry check",17872.41
2022,"Grapes","Sultana",4.55,20.36,92.63,24,259.6,0.41,3401,1.224,59.64,"Bacterial",0.589,9.53,3130,368.8,"@",49747.27
2023,"Grapes","Sultana",863.88,18.74,16185.4,14.22,317.3,0.28,2902,1.227,59.36,"Bacterial",0.639,10,1346,337.7,"@ data entry check",72308.82
1995,"Grapes","Superior Seedless",51.49,10.02,515.71,13.5,378.7,0.28,2559,0.907,60.32,"Fungal",0.756,7.83,1313,352.9,"@  reviewed",17911.29
1996,"Grapes","Superior Seedless",490.53,14.42,7075.14,19.95,357.7,0.21,2535,1.3,63.35,"None",0.759,7.41,2586,348.4,"@ anomaly",58949.69
1997,"Grapes","Superior Seedless",612.37,16.58,10150.32,20.31,254.4,0.37,,,63.35,"Bacterial",0.593,,2549,343,"@ data entry check",68335.76
1998,"Grapes","Superior Seedless",172.83,14.62,2527,20.56,363.4,0.08,2518,1.252,68.08,"None",0.749,9.71,2940,347,"@ anomaly",77629.45
1999,"Grapes","Superior Seedless",281.67,8.39,2362.74,20.72,281,0.4,3097,0.664,64.76,"Bacterial",0.611,11.11,2515,346.6,"@",29847
2000,"Grapes","Superior Seedless",342.33,16.88,5778.09,16.88,372.7,0.35,2452,1.365,64.14,"Fungal",0.74,9.87,1759,347.7,"@ data entry check",45364.59
2001,"Grapes","Superior Seedless",604.37,12.3,7436.7,12.78,285.6,0.32,3123,0.963,58.2,"Bacterial",0.62,7.46,1184,365.7,"@ missing-field flag",62869.06
2002,"Grapes","Superior Seedless",302.75,9.19,2783.27,21.76,264.7,0.55,3385,0.653,57.42,"Bacterial",0.601,9.86,3058,331.5,"@ anomaly",36783.08
2003,"Grapes","Superior Seedless",32.4,12.21,395.45,18.96,256.1,0.37,3553,0.801,54.91,"Bacterial",0.531,10.31,2392,361.4,"@ missing-field flag",29516.3
2004,"Grapes","Superior Seedless",94.38,19.04,1796.64,19.44,233,0.5,3678,1.382,55.54,"Bacterial",0.571,10.54,2045,356.6,"@ ok",45340.63
2005,"Grapes","Superior Seedless",78.76,16.65,1311.37,17.08,272.9,0.55,3328,1.164,53.84,"Bacterial",0.558,9.59,2420,345,"@ anomaly",69116.6
2006,"Grapes","Superior Seedless",1149.39,14.14,16252.2,15.25,375,0.27,2601,1.068,55.98,"Fungal",0.758,7.37,1775,352.7,"@ missing-field flag",66206.36
2007,"Grapes","Superior Seedless",644.27,17.36,11184.19,16.81,323.5,0.34,2734,1.395,57.92,"Bacterial",0.666,10.88,1636,355.5,"@ data entry check",56114.41
2008,"Grapes","Superior Seedless",28.68,17,487.62,20.64,259.4,0.32,3602,1.213,59.77,"Bacterial",0.578,7.98,2178,349.6,"@ ok",34385.6
2009,"Grapes","Superior Seedless",1058.9,20.85,22074.39,20.84,224.4,0.41,3863,1.392,57.32,"Bacterial",0.505,9.89,2118,366.9,"@ ok",60060.23
2010,"Grapes","Superior Seedless",187.1,19.46,3641.48,21.34,395.1,0.29,2471,1.421,60.21,"Fungal",0.758,6.86,2674,336.2,"@ anomaly",56758.28
2011,"Grapes","Superior Seedless",219.49,13.34,2928.51,21.18,202.5,0.49,4021,0.808,58.47,"Bacterial",0.497,10.14,3200,363.8,"@ missing-field flag",53353.61
2012,"Grapes","Superior Seedless",1197,14.7,17597.11,23.43,339.8,0.23,2697,1.02,61.84,"None",0.677,7.98,2828,354.2,"@ anomaly",73032.51
2013,"Grapes","Superior Seedless",246.7,15.5,3822.68,17.98,309.9,0.35,2935,1.033,59.51,"Bacterial",0.739,10.75,1824,345.6,"@ ok",33276.5
2014,"Grapes","Superior Seedless",504.67,17.14,8648.38,14.94,247,0.47,3626,1.118,58.91,"Bacterial",0.558,11.7,1765,352.9,"@ ok",57640.58
2015,"Grapes","Superior Seedless",1013.69,21.41,21698.56,22.2,235.9,0.39,3693,1.355,56.46,"Bacterial",0.534,10.79,2980,352.8,"@",98230.6
2016,"Grapes","Superior Seedless",72.91,16.83,1227.38,15.16,,0.4,2905,1.109,54.04,"Bacterial",,,1926,,"@ missing-field flag",70182.74
2017,"Grapes","Superior Seedless",934.24,16.47,15382.49,23.28,304.1,0.33,3025,1.169,58.97,"Bacterial",0.624,7.7,2826,341.8,"@ ok",66801.74
2018,"Grapes","Superior Seedless",852.63,8.61,7342.14,14.96,293.3,0.38,3085,0.606,56.8,"Bacterial",0.566,7.8,1075,355.3,"@",35177.27
2019,"Grapes","Superior Seedless",833.93,17.2,14344.74,20.35,309.3,0.29,2952,1.12,58.77,"Bacterial",0.656,10.12,2120,340.5,"@ data entry check",42643.46
2020,"Grapes","Superior Seedless",901.32,22.15,19963.16,20.32,280.3,0.47,3221,1.435,57.81,"Bacterial",0.63,9.61,2216,373.2,"@  reviewed",87208.42
2021,"Grapes","Superior Seedless",343.81,5.95,2047.06,20.68,347.9,0.33,2523,0.417,61.66,"Fungal",0.677,9.4,2929,341,"@ data entry check",17872.41
2022,"Grapes","Superior Seedless",146.24,19.98,2921.52,24,259.6,0.41,3401,1.201,59.64,"Bacterial",0.589,9.53,3130,368.8,"@",49747.27
2023,"Grapes","Superior Seedless",123.73,19.83,2453.16,14.22,317.3,0.28,2902,1.298,59.36,"Bacterial",0.639,10,1346,337.7,"@ data entry check",72308.82
1995,"Grapes","Thompson Seedless",32.07,10.02,321.21,13.5,378.7,0.28,2559,0.907,60.32,"Fungal",0.756,7.83,1313,352.9,"@  reviewed",17911.29
1996,"Grapes","Thompson Seedless",160.04,15,2401.19,19.95,357.7,0.21,2535,1.353,63.35,"None",0.759,7.41,2586,348.4,"@ anomaly",58949.69
1997,"Grapes","Thompson Seedless",61.84,15.41,953.16,20.31,254.4,0.37,,,63.35,"Bacterial",0.593,,2549,343,"@ data entry check",68335.76
1998,"Grapes","Thompson Seedless",804.55,14.51,11676.34,20.56,363.4,0.08,2518,1.242,68.08,"None",0.749,9.71,2940,347,"@ anomaly",77629.45
1999,"Grapes","Thompson Seedless",316.54,8.71,2755.49,20.72,281,0.4,3097,0.69,64.76,"Bacterial",0.611,11.11,2515,346.6,"@",29847
2000,"Grapes","Thompson Seedless",12.11,16.41,198.75,16.88,372.7,0.35,2452,1.327,64.14,"Fungal",0.74,9.87,1759,347.7,"@ data entry check",45364.59
2001,"Grapes","Thompson Seedless",530.07,12.88,6827.53,12.78,285.6,0.32,3123,1.008,58.2,"Bacterial",0.62,7.46,1184,365.7,"@ missing-field flag",62869.06
2002,"Grapes","Thompson Seedless",1517.46,9.03,13709.7,21.76,264.7,0.55,3385,0.641,57.42,"Bacterial",0.601,9.86,3058,331.5,"@ anomaly",36783.08
2003,"Grapes","Thompson Seedless",455.8,12.66,5770.75,18.96,256.1,0.37,3553,0.831,54.91,"Bacterial",0.531,10.31,2392,361.4,"@ missing-field flag",29516.3
2004,"Grapes","Thompson Seedless",241.03,19.75,4759.3,19.44,233,0.5,3678,1.434,55.54,"Bacterial",0.571,10.54,2045,356.6,"@ ok",45340.63
2005,"Grapes","Thompson Seedless",363.96,15.98,5817.87,17.08,272.9,0.55,3328,1.117,53.84,"Bacterial",0.558,9.59,2420,345,"@ anomaly",69116.6
2006,"Grapes","Thompson Seedless",291,15.95,4641.09,15.25,375,0.27,2601,1.205,55.98,"Fungal",0.758,7.37,1775,352.7,"@ missing-field flag",66206.36
2007,"Grapes","Thompson Seedless",514.15,14.77,7593.38,16.81,323.5,0.34,2734,1.187,57.92,"Bacterial",0.666,10.88,1636,355.5,"@ data entry check",56114.41
2008,"Grapes","Thompson Seedless",264.38,16.79,4437.67,20.64,259.4,0.32,3602,1.198,59.77,"Bacterial",0.578,7.98,2178,349.6,"@ ok",34385.6
2009,"Grapes","Thompson Seedless",43.6,18.08,788.19,20.84,224.4,0.41,3863,1.207,57.32,"Bacterial",0.505,9.89,2118,366.9,"@ ok",60060.23
2010,"Grapes","Thompson Seedless",121.16,20.96,2539.69,21.34,395.1,0.29,2471,1.53,60.21,"Fungal",0.758,6.86,2674,336.2,"@ anomaly",56758.28
2011,"Grapes","Thompson Seedless",894.21,12.56,11229.03,21.18,202.5,0.49,4021,0.761,58.47,"Bacterial",0.497,10.14,3200,363.8,"@ missing-field flag",53353.61
2012,"Grapes","Thompson Seedless",446.7,16.63,7428.63,23.43,339.8,0.23,2697,1.154,61.84,"None",0.677,7.98,2828,354.2,"@ anomaly",73032.51
2013,"Grapes","Thompson Seedless",231.53,15.04,3483.19,17.98,309.9,0.35,2935,1.003,59.51,"Bacterial",0.739,10.75,1824,345.6,"@ ok",33276.5
2014,"Grapes","Thompson Seedless",641.05,16.92,10849.18,14.94,247,0.47,3626,1.104,58.91,"Bacterial",0.558,11.7,1765,352.9,"@ ok",57640.58
2015,"Grapes","Thompson Seedless",144.73,17.42,2521.57,22.2,235.9,0.39,3693,1.103,56.46,"Bacterial",0.534,10.79,2980,352.8,"@",98230.6
2016,"Grapes","Thompson Seedless",1181.39,15.84,18716.47,15.16,,0.4,2905,1.044,54.04,"Bacterial",,,1926,,"@ missing-field flag",70182.74
2017,"Grapes","Thompson Seedless",453.67,15.88,7203.82,23.28,304.1,0.33,3025,1.127,58.97,"Bacterial",0.624,7.7,2826,341.8,"@ ok",66801.74
2018,"Grapes","Thompson Seedless",228.5,8.15,1862.2,14.96,293.3,0.38,3085,0.573,56.8,"Bacterial",0.566,7.8,1075,355.3,"@",35177.27
2019,"Grapes","Thompson Seedless",331.49,18.73,6207.88,20.35,309.3,0.29,2952,1.219,58.77,"Bacterial",0.656,10.12,2120,340.5,"@ data entry check",42643.46
2020,"Grapes","Thompson Seedless",644,22.06,14207.8,20.32,280.3,0.47,3221,1.429,57.81,"Bacterial",0.63,9.61,2216,373.2,"@  reviewed",87208.42
2021,"Grapes","Thompson Seedless",12.07,5.76,69.56,20.68,347.9,0.33,2523,0.404,61.66,"Fungal",0.677,9.4,2929,341,"@ data entry check",17872.41
2022,"Grapes","Thompson Seedless",441.23,23.14,10209.89,24,259.6,0.41,3401,1.391,59.64,"Bacterial",0.589,9.53,3130,368.8,"@",49747.27
2023,"Grapes","Thompson Seedless",623.67,22.49,14027.1,14.22,317.3,0.28,2902,1.472,59.36,"Bacterial",0.639,10,1346,337.7,"@ data entry check",72308.82
1995,"Lemons","Eureka",77.58,15.77,1223.68,18.53,304.3,0.35,2909,1.197,60.65,"Bacterial",0.667,11.65,2316,346.1,"@",15974.65
1996,"Lemons","Eureka",10.71,17.74,190.04,14.84,319.5,0.4,2820,1.515,58.57,"Bacterial",0.694,9.05,1307,356.9,"@ anomaly",18861.33
1997,"Lemons","Eureka",373.19,20.02,7470.46,20.23,266.7,0.38,3404,1.495,58.44,"Bacterial",0.613,9.38,2776,350,"@  reviewed",33429.64
1998,"Lemons","Eureka",689.97,17.14,11828.82,18.79,318.4,0.27,2877,1.268,58.38,"Bacterial",0.656,6.35,2183,332.5,"@ ok",44632.09
1999,"Lemons","Eureka",712.81,27.43,19551.88,23.9,277.9,0.33,3180,2.158,59.23,"Bacterial",0.643,7.1,3199,336.2,"@  reviewed",71139.47
2000,"Lemons","Eureka",8.48,9.69,82.13,14.17,352.7,0.24,2505,0.78,59.68,"None",0.715,8.12,1441,364.4,"@ ok",19182.83
2001,"Lemons","Eureka",145.01,13.3,1928.56,19.19,366.5,0.34,2508,1.043,60.97,"Fungal",0.76,7.4,2243,346.5,"@",12184.45
2002,"Lemons","Eureka",329.05,13.74,4521.46,16.46,290.2,0.4,3057,1.017,60.04,"Bacterial",0.656,9.42,1723,345.8,"@  reviewed",32768.93
2003,"Lemons","Eureka",203.23,14.69,2984.9,21.2,342.1,0.41,2560,1.334,61.64,"Fungal",0.704,10.71,2387,360,"@ data entry check",17680.02
2004,"Lemons","Eureka",155.98,16.25,2534.4,18.55,310.9,0.5,2935,1.191,59.21,"Bacterial",0.628,8.46,2412,340.6,"@",18899.03
2005,"Lemons","Eureka",208.17,12.99,2704.62,19.78,309.9,0.32,2909,1.006,60.97,"Bacterial",0.683,8.38,2148,344.1,"@",17590.01
2006,"Lemons","Eureka",983.27,15.07,14814.32,16.01,350.5,0.33,2503,1.164,59.49,"Fungal",0.692,8.38,1634,341.3,"@ data entry check",32006.93
2007,"Lemons","Eureka",156.6,12.65,1980.57,18.91,326.7,0.32,2749,0.987,60.91,"Bacterial",0.663,9.32,2213,366.9,"@  reviewed",28576.47
2008,"Lemons","Eureka",38.17,10.43,398.26,17.98,330.3,0.31,2728,0.753,60.49,"Fungal",0.662,8.31,1816,367.9,"@ data entry check",22411.4
2009,"Lemons","Eureka",394.88,13.72,5416.4,22.47,311,0.38,2829,1.002,61.58,"Bacterial",0.692,9.75,2942,341.9,"@ anomaly",21523.09
2011,"Lemons","Eureka",232.08,9.66,2241.37,17.37,298.7,0.51,3006,0.659,59.71,"Bacterial",0.641,9.54,2111,356.1,"@ data entry check",18507.89
2012,"Lemons","Eureka",121.75,8.46,1029.51,20.46,350.9,0.24,2445,0.622,61.34,"None",0.659,9.66,2000,360.9,"@",13075.13
2013,"Lemons","Eureka",1.37,7.74,10.6,14.3,300.2,0.46,2987,0.515,58.32,"Bacterial",0.672,10.24,1565,375.8,"@",13632.48
2014,"Lemons","Eureka",28.06,7.31,205.11,14.44,296.3,0.36,3002,0.533,58.44,"Bacterial",0.706,9.13,1352,330.2,"@",10429.32
2015,"Lemons","Eureka",,,,23.46,240.8,0.41,3533,,55.62,"Bacterial",0.615,9.24,3179,361.6,"@ ok",18493.43
2016,"Lemons","Eureka",468.32,4.95,2318.14,14.11,320.4,0.58,2837,0.334,55.48,"Bacterial",0.651,11.75,1556,357.2,"@ missing-field flag",7378.77
2017,"Lemons","Eureka",652.44,6.39,4172.19,19.92,282.7,0.45,3127,0.397,56.09,"Bacterial",0.626,9,2887,338.3,"@",12740.71
2018,"Lemons","Eureka",45.18,4.61,208.47,20.2,319.5,0.26,2698,0.318,58.55,"Bacterial",0.694,10.3,2143,353.8,"@ anomaly",8344.46
2019,"Lemons","Eureka",87.87,7.33,643.71,26.31,341.2,0.32,2705,0.509,61.4,"Fungal",0.738,9.22,3460,352.6,"@ missing-field flag",10474.09
2020,"Lemons","Eureka",163.73,9.69,1586.17,15.92,275.2,0.45,3400,0.601,59.76,"Bacterial",0.614,8.38,1283,364.7,"@",13898.31
2021,"Lemons","Eureka",30.03,4.39,131.71,25.01,346.8,0.3,2683,0.282,59.36,"Fungal",0.687,8.45,3188,348.6,"@ anomaly",6477.18
2022,"Lemons","Eureka",514.61,5,2575.14,23.62,296.8,0.31,2989,0.284,57.91,"Bacterial",,,2868,,"@  reviewed",10597.92
2023,"Lemons","Eureka",395.44,1.58,623.87,18.21,,0.44,3282,0.099,62.86,"Bacterial",,,2262,,"@",15381.67
2023,"Lemons","Eureka",395.44,1.58,623.87,18.21,,0.44,3282,0.099,,"Bacterial",,,2262,,"@",17379.15
2023,"Lemons","Eureka",168.43,2.35,395.29,21.28,243.2,0.38,3658,0.149,55.91,"Bacterial",0.525,8.11,2662,358.7,"@ data entry check",15381.67
2023,"Lemons","Eureka",168.43,2.35,395.29,21.28,243.2,0.38,3658,0.149,55.91,"Bacterial",0.525,8.11,2662,358.7,"@ data entry check",17379.15
1995,"Lemons","Femminello",12.38,15.45,191.29,18.53,304.3,0.35,2909,1.172,60.65,"Bacterial",0.667,11.65,2316,346.1,"@",15974.65
1996,"Lemons","Femminello",17.8,15.93,283.52,14.84,319.5,0.4,2820,1.361,58.57,"Bacterial",0.694,9.05,1307,356.9,"@ anomaly",18861.33
1997,"Lemons","Femminello",121.28,18.56,2250.83,20.23,266.7,0.38,3404,1.386,58.44,"Bacterial",0.613,9.38,2776,350,"@  reviewed",33429.64
1998,"Lemons","Femminello",91.59,17.02,1558.66,18.79,318.4,0.27,2877,1.259,58.38,"Bacterial",0.656,6.35,2183,332.5,"@ ok",44632.09
1999,"Lemons","Femminello",170.32,29.96,5103.32,23.9,277.9,0.33,3180,2.357,59.23,"Bacterial",0.643,7.1,3199,336.2,"@  reviewed",71139.47
2000,"Lemons","Femminello",127.14,10.08,1280.97,14.17,352.7,0.24,2505,0.811,59.68,"None",0.715,8.12,1441,364.4,"@ ok",19182.83
2001,"Lemons","Femminello",138.73,12.97,1799.94,19.19,366.5,0.34,2508,1.018,60.97,"Fungal",0.76,7.4,2243,346.5,"@",12184.45
2002,"Lemons","Femminello",913.87,15.27,13955.67,16.46,290.2,0.4,3057,1.13,60.04,"Bacterial",0.656,9.42,1723,345.8,"@  reviewed",32768.93
2003,"Lemons","Femminello",312.25,13.82,4315.43,21.2,342.1,0.41,2560,1.255,61.64,"Fungal",0.704,10.71,2387,360,"@ data entry check",17680.02
2004,"Lemons","Femminello",85.41,17.21,1469.96,18.55,310.9,0.5,2935,1.262,59.21,"Bacterial",0.628,8.46,2412,340.6,"@",18899.03
2005,"Lemons","Femminello",257.87,12.61,3252.4,19.78,309.9,0.32,2909,0.977,60.97,"Bacterial",0.683,8.38,2148,344.1,"@",17590.01
2006,"Lemons","Femminello",5.66,14.39,81.45,16.01,350.5,0.33,2503,1.112,59.49,"Fungal",0.692,8.38,1634,341.3,"@ data entry check",32006.93
2007,"Lemons","Femminello",99.69,13.11,1306.93,18.91,326.7,0.32,2749,1.023,60.91,"Bacterial",0.663,9.32,2213,366.9,"@  reviewed",28576.47
2008,"Lemons","Femminello",258.99,11.08,2870.84,17.98,330.3,0.31,2728,0.8,60.49,"Fungal",0.662,8.31,1816,367.9,"@ data entry check",22411.4
2009,"Lemons","Femminello",288.48,13.81,3983.09,22.47,311,0.38,2829,1.009,61.58,"Bacterial",0.692,9.75,2942,341.9,"@ anomaly",21523.09
2011,"Lemons","Femminello",144.08,10.65,1534.28,17.37,298.7,0.51,3006,0.727,59.71,"Bacterial",0.641,9.54,2111,356.1,"@ data entry check",18507.89
2012,"Lemons","Femminello",521.39,8.48,4419.35,20.46,350.9,0.24,2445,0.623,61.34,"None",0.659,9.66,2000,360.9,"@",13075.13
2013,"Lemons","Femminello",114.42,7.81,893.29,14.3,300.2,0.46,2987,0.52,58.32,"Bacterial",0.672,10.24,1565,375.8,"@",13632.48
2014,"Lemons","Femminello",3.83,7.33,28.07,14.44,296.3,0.36,3002,0.534,58.44,"Bacterial",0.706,9.13,1352,330.2,"@",10429.32
2015,"Lemons","Femminello",,,,23.46,240.8,0.41,3533,,55.62,"Bacterial",0.615,9.24,3179,361.6,"@ ok",18493.43
2016,"Lemons","Femminello",135.48,5.19,703.8,14.11,320.4,0.58,2837,0.35,55.48,"Bacterial",0.651,11.75,1556,357.2,"@ missing-field flag",7378.77
